ENSG00000145681
ENSG00000107742
ENSG00000272449
ENSG00000277586
ENSG00000162595
ENSG00000130751
ENSG00000196083
ENSG00000072201
ENSG00000139117
ENSG00000178297
ENSG00000189058
ENSG00000101439
ENSG00000116016
ENSG00000136160
ENSG00000119630
ENSG00000115290
ENSG00000169715
ENSG00000135919
ENSG00000162998
ENSG00000155052
ENSG00000163520
ENSG00000145721
ENSG00000148053
ENSG00000185551
ENSG00000170419
ENSG00000116729
ENSG00000153822
ENSG00000156140
ENSG00000248441
ENSG00000164176
ENSG00000112769
ENSG00000186493
ENSG00000170561
ENSG00000174469
ENSG00000116132
ENSG00000092051
ENSG00000184984
ENSG00000113361
ENSG00000164683
ENSG00000078596
ENSG00000144331
ENSG00000163347
ENSG00000165588
ENSG00000134940
ENSG00000245648
ENSG00000261857
ENSG00000235531
ENSG00000229415
ENSG00000182463
ENSG00000087085
ENSG00000162551
ENSG00000214548
ENSG00000250786
ENSG00000135116
ENSG00000078725
ENSG00000171951
ENSG00000136297
ENSG00000244414
ENSG00000077616
ENSG00000253661
ENSG00000172380
ENSG00000230615
ENSG00000172819
ENSG00000156219
ENSG00000013297
ENSG00000156049
ENSG00000134769
ENSG00000115841
ENSG00000007384
ENSG00000124772
ENSG00000166257
ENSG00000129244
ENSG00000185046
ENSG00000187720
ENSG00000203782
ENSG00000148935
ENSG00000105048
ENSG00000259417
ENSG00000145864
ENSG00000112773
ENSG00000260209
ENSG00000127241
ENSG00000130876
ENSG00000136267
ENSG00000165973
ENSG00000146674
ENSG00000132185
ENSG00000176971
ENSG00000128285
ENSG00000111728
ENSG00000110975
ENSG00000258754
ENSG00000251396
ENSG00000172348
ENSG00000143387
ENSG00000132561
ENSG00000247809
ENSG00000198417
ENSG00000135750
ENSG00000102265
ENSG00000185904
ENSG00000169116
ENSG00000162188
ENSG00000170091
ENSG00000074410
ENSG00000164199
ENSG00000145147
ENSG00000102109
ENSG00000185610
ENSG00000116717
ENSG00000260230
ENSG00000108684
ENSG00000256043
ENSG00000174521
ENSG00000137198
ENSG00000086300
ENSG00000174460
ENSG00000184613
ENSG00000151632
ENSG00000184672
ENSG00000137825
ENSG00000167755
ENSG00000158089
ENSG00000133135
ENSG00000104112
ENSG00000144619
ENSG00000234527
ENSG00000162407
ENSG00000102934
ENSG00000164122
ENSG00000147408
ENSG00000176956
ENSG00000221946
ENSG00000109107
ENSG00000104368
ENSG00000187134
ENSG00000123892
ENSG00000175264
ENSG00000043591
ENSG00000166573
ENSG00000091664
ENSG00000167614
ENSG00000258636
ENSG00000183662
ENSG00000164647
ENSG00000112559
ENSG00000056291
ENSG00000148120
ENSG00000162630
ENSG00000254139
ENSG00000169851
ENSG00000169085
ENSG00000151892
ENSG00000112280
ENSG00000259692
ENSG00000197299
ENSG00000122012
ENSG00000175352
ENSG00000018625
ENSG00000188803
ENSG00000121297
ENSG00000100234
ENSG00000136928
ENSG00000257842
ENSG00000132639
ENSG00000183722
ENSG00000143502
ENSG00000181754
ENSG00000177707
ENSG00000155366
ENSG00000136842
ENSG00000100987
ENSG00000166922
ENSG00000152377
ENSG00000179083
ENSG00000184205
ENSG00000126733
ENSG00000106976
ENSG00000083857
ENSG00000177875
ENSG00000204314
ENSG00000150540
ENSG00000127863
ENSG00000165995
ENSG00000124302
ENSG00000160307
ENSG00000170075
ENSG00000133107
ENSG00000116985
ENSG00000154678
ENSG00000162426
ENSG00000123610
ENSG00000172209
ENSG00000154764
ENSG00000152214
ENSG00000152932
ENSG00000257718
ENSG00000171189
ENSG00000050165
ENSG00000214226
ENSG00000107104
ENSG00000135074
ENSG00000187608
ENSG00000246898
ENSG00000175772
ENSG00000177511
ENSG00000114646
ENSG00000006118
ENSG00000105889
ENSG00000170293
ENSG00000118473
ENSG00000105971
ENSG00000186462
ENSG00000226091
ENSG00000136770
ENSG00000130720
ENSG00000205929
ENSG00000184226
ENSG00000237797
ENSG00000172893
ENSG00000110675
ENSG00000125775
ENSG00000258548
ENSG00000163637
ENSG00000136531
ENSG00000235597
ENSG00000198892
ENSG00000005379
ENSG00000144868
ENSG00000152953
ENSG00000205106
ENSG00000131477
ENSG00000123096
ENSG00000213853
ENSG00000114251
ENSG00000198832
ENSG00000163485
ENSG00000204442
ENSG00000167414
ENSG00000130988
ENSG00000116661
ENSG00000139874
ENSG00000152910
ENSG00000111218
ENSG00000114315
ENSG00000181790
ENSG00000149809
ENSG00000250303
ENSG00000234688
ENSG00000188906
ENSG00000169744
ENSG00000103528
ENSG00000206560
ENSG00000237289
ENSG00000197921
ENSG00000171840
ENSG00000100490
ENSG00000185742
ENSG00000163328
ENSG00000175155
ENSG00000131037
ENSG00000143554
ENSG00000142156
ENSG00000188730
ENSG00000165379
ENSG00000188064
ENSG00000105219
ENSG00000061918
ENSG00000154917
ENSG00000049089
ENSG00000006327
ENSG00000120049
ENSG00000125355
ENSG00000144063
ENSG00000007174
ENSG00000102996
ENSG00000104490
ENSG00000158246
ENSG00000164116
ENSG00000147588
ENSG00000154529
ENSG00000165886
ENSG00000170549
ENSG00000170703
ENSG00000273079
ENSG00000111371
ENSG00000105419
ENSG00000176406
ENSG00000143845
ENSG00000162512
ENSG00000164056
ENSG00000076554
ENSG00000164398
ENSG00000151917
ENSG00000152527
ENSG00000196277
ENSG00000125848
ENSG00000183098
ENSG00000102316
ENSG00000183775
ENSG00000140416
ENSG00000185634
ENSG00000180332
ENSG00000062038
ENSG00000058866
ENSG00000105696
ENSG00000259275
ENSG00000140945
ENSG00000010404
ENSG00000196338
ENSG00000001167
ENSG00000260577
ENSG00000078114
ENSG00000007062
ENSG00000157064
ENSG00000069020
ENSG00000041353
ENSG00000145730
ENSG00000048545
ENSG00000151623
ENSG00000105559
ENSG00000205809
ENSG00000169855
ENSG00000178796
ENSG00000259485
ENSG00000136099
ENSG00000134343
ENSG00000101443
ENSG00000176204
ENSG00000132329
ENSG00000186479
ENSG00000159228
ENSG00000108830
ENSG00000101134
ENSG00000182132
ENSG00000198133
ENSG00000257704
ENSG00000189195
ENSG00000155511
ENSG00000150893
ENSG00000147576
ENSG00000223774
ENSG00000182667
ENSG00000092421
ENSG00000131188
ENSG00000228659
ENSG00000249550
ENSG00000215196
ENSG00000132688
ENSG00000041515
ENSG00000164300
ENSG00000136352
ENSG00000133872
ENSG00000130032
ENSG00000159409
ENSG00000278817
ENSG00000155980
ENSG00000168234
ENSG00000237515
ENSG00000101210
ENSG00000173253
ENSG00000079308
ENSG00000106080
ENSG00000069188
ENSG00000105894
ENSG00000204065
ENSG00000109472
ENSG00000115239
ENSG00000131015
ENSG00000261227
ENSG00000165322
ENSG00000198910
ENSG00000154975
ENSG00000123570
ENSG00000241570
ENSG00000283183
ENSG00000179399
ENSG00000182168
ENSG00000118322
ENSG00000196923
ENSG00000223749
ENSG00000151025
ENSG00000105854
ENSG00000136052
ENSG00000129682
ENSG00000080493
ENSG00000204740
ENSG00000110841
ENSG00000151729
ENSG00000111961
ENSG00000158292
ENSG00000253368
ENSG00000149557
ENSG00000077585
ENSG00000069535
ENSG00000166444
ENSG00000163794
ENSG00000186340
ENSG00000135052
ENSG00000177272
ENSG00000144320
ENSG00000131018
ENSG00000198028
ENSG00000225127
ENSG00000087303
ENSG00000196517
ENSG00000087250
ENSG00000155897
ENSG00000204583
ENSG00000137727
ENSG00000166925
ENSG00000164620
ENSG00000153291
ENSG00000183628
ENSG00000111052
ENSG00000116035
ENSG00000171872
ENSG00000081138
ENSG00000143850
ENSG00000203880
ENSG00000122694
ENSG00000171357
ENSG00000172264
ENSG00000188766
ENSG00000154511
ENSG00000150551
ENSG00000143797
ENSG00000103489
ENSG00000225914
ENSG00000185352
ENSG00000183542
ENSG00000143819
ENSG00000145990
ENSG00000284645
ENSG00000110013
ENSG00000196844
ENSG00000163110
ENSG00000253457
ENSG00000139970
ENSG00000064300
ENSG00000250846
ENSG00000112530
ENSG00000267890
ENSG00000250366
ENSG00000260001
ENSG00000186472
ENSG00000084636
ENSG00000226053
ENSG00000144746
ENSG00000103024
ENSG00000101460
ENSG00000169764
ENSG00000224795
ENSG00000260528
ENSG00000091592
ENSG00000137501
ENSG00000277531
ENSG00000079482
ENSG00000187398
ENSG00000105278
ENSG00000171435
ENSG00000130511
ENSG00000109265
ENSG00000135916
ENSG00000168959
ENSG00000187678
ENSG00000144230
ENSG00000154277
ENSG00000176435
ENSG00000125462
ENSG00000104722
ENSG00000198732
ENSG00000178965
ENSG00000125354
ENSG00000167740
ENSG00000150722
ENSG00000108018
ENSG00000155367
ENSG00000111834
ENSG00000123560
ENSG00000162975
ENSG00000092096
ENSG00000234104
ENSG00000107902
ENSG00000132872
ENSG00000185305
ENSG00000166823
ENSG00000138669
ENSG00000142408
ENSG00000120885
ENSG00000213760
ENSG00000105520
ENSG00000165548
ENSG00000239467
ENSG00000138336
ENSG00000150672
ENSG00000162746
ENSG00000188157
ENSG00000021645
ENSG00000137449
ENSG00000245526
ENSG00000162981
ENSG00000163900
ENSG00000141750
ENSG00000047648
ENSG00000186310
ENSG00000140522
ENSG00000142192
ENSG00000169783
ENSG00000139973
ENSG00000148948
ENSG00000225096
ENSG00000083937
ENSG00000137098
ENSG00000185985
ENSG00000198576
ENSG00000141349
ENSG00000165186
ENSG00000137968
ENSG00000018189
ENSG00000260880
ENSG00000131941
ENSG00000104723
ENSG00000232040
ENSG00000116663
ENSG00000162976
ENSG00000156298
ENSG00000106714
ENSG00000262580
ENSG00000278662
ENSG00000196781
ENSG00000072134
ENSG00000087842
ENSG00000140939
ENSG00000221932
ENSG00000206538
ENSG00000231672
ENSG00000255145
ENSG00000174326
ENSG00000135318
ENSG00000253230
ENSG00000125851
ENSG00000109738
ENSG00000246223
ENSG00000130055
ENSG00000123983
ENSG00000271811
ENSG00000240291
ENSG00000256073
ENSG00000101977
ENSG00000250237
ENSG00000115828
ENSG00000142875
ENSG00000197943
ENSG00000128656
ENSG00000156966
ENSG00000060982
ENSG00000250067
ENSG00000164741
ENSG00000102466
ENSG00000198597
ENSG00000231407
ENSG00000197461
ENSG00000225746
ENSG00000204767
ENSG00000065717
ENSG00000170634
ENSG00000174080
ENSG00000112232
ENSG00000139433
ENSG00000171766
ENSG00000203952
ENSG00000164309
ENSG00000150625
ENSG00000175161
ENSG00000105974
ENSG00000261786
ENSG00000259511
ENSG00000181458
ENSG00000157782
ENSG00000054690
ENSG00000186868
ENSG00000254615
ENSG00000125675
ENSG00000176720
ENSG00000236352
ENSG00000006071
ENSG00000215386
ENSG00000182118
ENSG00000213625
ENSG00000134121
ENSG00000284308
ENSG00000148341
ENSG00000164197
ENSG00000109929
ENSG00000198208
ENSG00000108590
ENSG00000272979
ENSG00000171757
ENSG00000250486
ENSG00000205683
ENSG00000177807
ENSG00000211460
ENSG00000133019
ENSG00000154655
ENSG00000116667
ENSG00000168000
ENSG00000151914
ENSG00000021300
ENSG00000188290
ENSG00000237457
ENSG00000132692
ENSG00000105605
ENSG00000186056
ENSG00000204851
ENSG00000104388
ENSG00000107281
ENSG00000171714
ENSG00000256806
ENSG00000071575
ENSG00000082293
ENSG00000178860
ENSG00000106789
ENSG00000166206
ENSG00000170961
ENSG00000110400
ENSG00000184408
ENSG00000165478
ENSG00000009694
ENSG00000230910
ENSG00000136158
ENSG00000165476
ENSG00000267002
ENSG00000148484
ENSG00000232803
ENSG00000175356
ENSG00000185909
ENSG00000105518
ENSG00000237424
ENSG00000127419
ENSG00000134443
ENSG00000165996
ENSG00000171657
ENSG00000005486
ENSG00000152518
ENSG00000247134
ENSG00000065989
ENSG00000170522
ENSG00000183067
ENSG00000118402
ENSG00000179542
ENSG00000232229
ENSG00000169282
ENSG00000162946
ENSG00000175048
ENSG00000115266
ENSG00000184515
ENSG00000100344
ENSG00000283175
ENSG00000147255
ENSG00000140450
ENSG00000008056
ENSG00000117598
ENSG00000091262
ENSG00000006210
ENSG00000172456
ENSG00000061938
ENSG00000091513
ENSG00000228526
ENSG00000230105
ENSG00000246366
ENSG00000188523
ENSG00000225231
ENSG00000106537
ENSG00000259594
ENSG00000106460
ENSG00000128683
ENSG00000103089
ENSG00000205133
ENSG00000149599
ENSG00000174307
ENSG00000228400
ENSG00000235652
ENSG00000164976
ENSG00000221968
ENSG00000225783
ENSG00000197982
ENSG00000186019
ENSG00000159461
ENSG00000267058
ENSG00000162729
ENSG00000075790
ENSG00000130856
ENSG00000168772
ENSG00000259030
ENSG00000223812
ENSG00000245870
ENSG00000145431
ENSG00000226067
ENSG00000012822
ENSG00000137872
ENSG00000102678
ENSG00000116191
ENSG00000137766
ENSG00000084234
ENSG00000161243
ENSG00000172817
ENSG00000267260
ENSG00000151967
ENSG00000138759
ENSG00000215244
ENSG00000146197
ENSG00000187902
ENSG00000165695
ENSG00000166405
ENSG00000187601
ENSG00000134207
ENSG00000175348
ENSG00000013375
ENSG00000013619
ENSG00000185070
ENSG00000223572
ENSG00000196872
ENSG00000188338
ENSG00000125755
ENSG00000185942
ENSG00000223839
ENSG00000270885
ENSG00000232759
ENSG00000036530
ENSG00000196090
ENSG00000126709
ENSG00000178233
ENSG00000169302
ENSG00000128242
ENSG00000063180
ENSG00000151689
ENSG00000205213
ENSG00000116983
ENSG00000155093
ENSG00000165644
ENSG00000151322
ENSG00000273437
ENSG00000112294
ENSG00000101298
